Instance;Repetition;Algorithm;Fitness;Real_Time
"N-t70i11xx";13;"PLEDA";24736584.000;248.758
"N-t70l11xx";8;"PLEDA";25241.000;189.776
"N-t70k11xx";7;"PLEDA";60618500.000;202.151
"N-t70u11xx";5;"PLEDA";21666000.000;134.022
"N-t70k11xx";11;"PLEDA";60567000.000;199.349
"N-t70k11xx";10;"PLEDA";60521600.000;199.491
"N-t70k11xx";16;"PLEDA";60554400.000;196.737
"N-t70l11xx";1;"PLEDA";25241.000;182.032
"N-t70k11xx";13;"PLEDA";60607500.000;196.871
"N-t70l11xx";16;"PLEDA";25253.000;191.348
"N-t70l11xx";10;"PLEDA";25241.000;187.328
"N-t70l11xx";17;"PLEDA";25241.000;197.760
"N-t70l11xx";14;"PLEDA";25253.000;198.031
"N-t70l11xx";15;"PLEDA";25241.000;189.462
"N-t70l11xx";6;"PLEDA";25252.000;199.831
"N-t70u11xx";15;"PLEDA";21672900.000;128.269
"N-t70l11xx";2;"PLEDA";25253.000;200.493
"N-t70i11xx";17;"PLEDA";24740807.000;243.490
"N-t70l11xx";7;"PLEDA";25241.000;188.173
"N-t70i11xx";16;"PLEDA";24731161.000;244.834
"N-t70n11xx";12;"PLEDA";52524.000;189.201
"N-t70k11xx";1;"PLEDA";59863800.000;225.541
"N-t70k11xx";19;"PLEDA";60425100.000;194.289
"N-t70l11xx";18;"PLEDA";25253.000;203.311
"N-t70l11xx";19;"PLEDA";25249.000;202.710
"N-t70n11xx";7;"PLEDA";52235.000;186.332
"N-t70l11xx";11;"PLEDA";25241.000;196.501
"N-t70k11xx";2;"PLEDA";60566100.000;229.386
"N-t70l11xx";4;"PLEDA";25241.000;199.074
"N-t70i11xx";18;"PLEDA";24709994.000;243.492
"N-t70l11xx";9;"PLEDA";25241.000;191.637
"N-t70i11xx";19;"PLEDA";24766132.000;244.874
"N-t70k11xx";20;"PLEDA";60428500.000;199.139
"N-t70l11xx";12;"PLEDA";25241.000;200.481
"N-t70n11xx";9;"PLEDA";52520.000;192.944
"N-t70l11xx";20;"PLEDA";25253.000;195.495
"N-t70n11xx";8;"PLEDA";52491.000;197.798
"N-t70k11xx";4;"PLEDA";60444400.000;251.669
"N-t70u11xx";10;"PLEDA";21710400.000;165.306
"N-t70u11xx";17;"PLEDA";21679700.000;155.159
"N-t70k11xx";3;"PLEDA";60341500.000;240.861
"N-t70n11xx";11;"PLEDA";52428.000;198.176
"N-t70i11xx";20;"PLEDA";24744850.000;243.631
"N-t70n11xx";5;"PLEDA";52556.000;194.988
"N-t70k11xx";15;"PLEDA";60473000.000;235.253
"N-t70n11xx";1;"PLEDA";52413.000;197.427
"N-t70u11xx";7;"PLEDA";21522200.000;170.029
"N-t70n11xx";15;"PLEDA";52413.000;194.127
"N-t70u11xx";3;"PLEDA";21679900.000;179.885
"N-t70n11xx";17;"PLEDA";52414.000;184.562
"N-t70n11xx";6;"PLEDA";52542.000;193.648
"N-t70k11xx";6;"PLEDA";60358900.000;249.572
"N-t70u11xx";11;"PLEDA";21664400.000;168.488
"N-t70n11xx";3;"PLEDA";52508.000;202.079
"N-t70u11xx";12;"PLEDA";21606100.000;174.636
"N-t70n11xx";18;"PLEDA";52534.000;197.038
"N-t70u11xx";2;"PLEDA";21708700.000;176.310
"N-t70k11xx";14;"PLEDA";60563900.000;249.745
"N-t70n11xx";19;"PLEDA";52476.000;199.939
"N-t70l11xx";13;"PLEDA";25225.000;243.042
"N-t70u11xx";19;"PLEDA";21647900.000;151.435
"N-t70l11xx";5;"PLEDA";25241.000;240.270
"N-t70n11xx";4;"PLEDA";52485.000;241.115
"N-t70n11xx";20;"PLEDA";52531.000;195.712
"N-t70u11xx";6;"PLEDA";21678600.000;185.303
"N-t70w11xx";4;"PLEDA";223002527.000;171.080
"N-t70u11xx";18;"PLEDA";21682600.000;176.923
"N-t70u11xx";14;"PLEDA";21702200.000;186.548
"N-t70n11xx";13;"PLEDA";52457.000;246.809
"N-t70k11xx";18;"PLEDA";60240600.000;262.871
"N-t70x11xx";20;"PLEDA";280939203.000;153.667
"N-t70w11xx";7;"PLEDA";219839067.000;175.495
"N-t70x11xx";5;"PLEDA";281129351.000;178.823
"N-t70x11xx";4;"PLEDA";279298294.000;155.926
"N-t70w11xx";8;"PLEDA";223942338.000;196.276
"N-t70n11xx";2;"PLEDA";52558.000;246.486
"N-t70w11xx";11;"PLEDA";220635303.000;190.568
"N-t70w11xx";5;"PLEDA";221807073.000;190.779
"N-t70w11xx";16;"PLEDA";222044816.000;187.517
"N-t70w11xx";3;"PLEDA";223612666.000;198.502
"N-t70w11xx";9;"PLEDA";223654193.000;195.363
"N-t70x11xx";1;"PLEDA";281771052.000;190.987
"N-t70n11xx";14;"PLEDA";52449.000;261.291
"N-t70w11xx";6;"PLEDA";221894842.000;197.513
"N-t70w11xx";20;"PLEDA";223809897.000;199.074
"N-t70u11xx";20;"PLEDA";21686900.000;222.081
"N-t70n11xx";10;"PLEDA";52474.000;252.766
"N-t70x11xx";15;"PLEDA";283070113.000;196.859
"N-t70w11xx";10;"PLEDA";223458266.000;196.480
"N-t70w11xx";2;"PLEDA";223751647.000;198.749
"N-t70w11xx";14;"PLEDA";221941819.000;195.405
"N-t70x11xx";2;"PLEDA";280472213.000;191.686
"N-t70u11xx";8;"PLEDA";21694200.000;239.599
"N-t70x11xx";12;"PLEDA";283143502.000;185.893
"N-t70w11xx";18;"PLEDA";223277018.000;195.064
"N-t70x11xx";14;"PLEDA";282386146.000;192.247
"N-t70w11xx";19;"PLEDA";223711384.000;198.444
"N-t70x11xx";19;"PLEDA";283047958.000;190.417
"N-t70n11xx";16;"PLEDA";52437.000;257.730
"N-t75e11xx";1;"PLEDA";2735138.000;173.887
"N-t70x11xx";7;"PLEDA";283482463.000;198.092
"N-t70x11xx";11;"PLEDA";283346392.000;199.288
"N-t74d11xx";1;"PLEDA";564284.000;200.710
"N-t74d11xx";7;"PLEDA";565124.000;195.565
"N-t70x11xx";18;"PLEDA";283162437.000;193.502
"N-t75d11xx";3;"PLEDA";576309.000;196.471
"N-t70u11xx";9;"PLEDA";21679700.000;248.764
"N-t74d11xx";4;"PLEDA";564532.000;189.103
"N-t70u11xx";16;"PLEDA";21709800.000;240.959
"N-t74d11xx";9;"PLEDA";565746.000;201.332
"N-t74d11xx";12;"PLEDA";563702.000;201.518
"N-t70x11xx";17;"PLEDA";282998294.000;200.216
"N-t70x11xx";3;"PLEDA";283109499.000;237.074
"N-t74d11xx";19;"PLEDA";565530.000;199.768
"N-t74d11xx";20;"PLEDA";564800.000;184.850
"N-t75d11xx";6;"PLEDA";577046.000;197.399
"N-t74d11xx";3;"PLEDA";565699.000;201.171
"N-t70u11xx";13;"PLEDA";21679900.000;244.874
"N-t70w11xx";15;"PLEDA";222120734.000;239.984
"N-t70x11xx";9;"PLEDA";283176782.000;233.145
"N-t70x11xx";10;"PLEDA";280962678.000;215.663
"N-t74d11xx";13;"PLEDA";563054.000;198.220
"N-t70w11xx";12;"PLEDA";221916065.000;231.718
"N-t75d11xx";4;"PLEDA";577490.000;199.086
"N-t70x11xx";13;"PLEDA";282993443.000;235.327
"N-t70w11xx";1;"PLEDA";224020112.000;243.175
"N-t75e11xx";9;"PLEDA";2730548.000;189.148
"N-t70w11xx";17;"PLEDA";223627631.000;255.627
"N-t74d11xx";18;"PLEDA";565636.000;201.401
"N-t75d11xx";11;"PLEDA";577153.000;200.675
"N-t75e11xx";14;"PLEDA";2724025.000;194.164
"N-t70w11xx";13;"PLEDA";221694951.000;241.339
"N-t70x11xx";6;"PLEDA";283196659.000;233.319
"N-t75e11xx";3;"PLEDA";2716811.000;206.456
"N-t70x11xx";8;"PLEDA";283222236.000;244.382
"N-t70x11xx";16;"PLEDA";280784003.000;241.383
"N-t75d11xx";1;"PLEDA";568372.000;237.015
"N-t75e11xx";15;"PLEDA";2732429.000;213.215
"N-t75e11xx";13;"PLEDA";2728120.000;218.453
"N-t74d11xx";10;"PLEDA";565550.000;243.826
"N-t75d11xx";2;"PLEDA";575532.000;245.179
"N-t75d11xx";16;"PLEDA";575547.000;229.040
"N-t74d11xx";17;"PLEDA";562783.000;245.129
"N-t75e11xx";2;"PLEDA";2734325.000;216.893
"N-t75d11xx";13;"PLEDA";574198.000;231.944
"N-t75e11xx";11;"PLEDA";2734033.000;223.344
"N-t74d11xx";11;"PLEDA";565565.000;252.606
"N-t75d11xx";18;"PLEDA";574983.000;232.358
"N-t75d11xx";10;"PLEDA";575831.000;236.307
"N-t75n11xx";13;"PLEDA";93526.000;183.194
"N-t75u11xx";4;"PLEDA";52631281.000;186.444
"N-t75n11xx";2;"PLEDA";93490.000;178.177
"N-t75e11xx";20;"PLEDA";2734673.000;223.006
"N-t75u11xx";3;"PLEDA";52603390.000;187.131
"N-t74d11xx";5;"PLEDA";565713.000;250.462
"N-t75e11xx";7;"PLEDA";2730125.000;239.174
"N-t75d11xx";12;"PLEDA";577379.000;243.787
"N-t75n11xx";19;"PLEDA";93291.000;196.039
"N-t75d11xx";14;"PLEDA";576151.000;253.683
"N-t74d11xx";8;"PLEDA";565682.000;250.546
"N-t75d11xx";9;"PLEDA";577209.000;244.377
"N-t75u11xx";18;"PLEDA";52648317.000;184.670
"N-t75e11xx";18;"PLEDA";2727788.000;224.397
"N-t74d11xx";6;"PLEDA";565364.000;249.307
"N-t75n11xx";10;"PLEDA";92996.000;198.590
"N-t74d11xx";2;"PLEDA";564309.000;261.621
"N-t75d11xx";8;"PLEDA";577621.000;248.792
"N-t75e11xx";8;"PLEDA";2729071.000;246.322
"N-t75d11xx";7;"PLEDA";577008.000;246.645
"N-t74d11xx";15;"PLEDA";563686.000;252.117
"N-t74d11xx";16;"PLEDA";565699.000;252.057
"N-t75e11xx";16;"PLEDA";2733495.000;231.192
"N-t75u11xx";13;"PLEDA";52647146.000;191.307
"N-t75k11xx";9;"PLEDA";108375.000;203.852
"N-t74d11xx";14;"PLEDA";565704.000;251.206
"N-t75u11xx";9;"PLEDA";52653792.000;186.625
"N-t75d11xx";15;"PLEDA";575408.000;241.671
"N-t75e11xx";6;"PLEDA";2719542.000;248.098
"N-t75i11xx";6;"PLEDA";63426781.000;240.762
"N-t75u11xx";10;"PLEDA";52376968.000;182.166
"N-t75e11xx";4;"PLEDA";2729822.000;236.338
"N-t75e11xx";5;"PLEDA";2735422.000;234.856
"N-t75u11xx";20;"PLEDA";52646865.000;190.466
"N-t75u11xx";16;"PLEDA";52624375.000;192.810
"N-t75u11xx";19;"PLEDA";52649462.000;192.688
"N-t75u11xx";1;"PLEDA";52624717.000;190.337
"N-t75u11xx";8;"PLEDA";52636973.000;188.705
"N-t75d11xx";5;"PLEDA";577440.000;259.600
"N-t75d11xx";19;"PLEDA";574591.000;245.221
"N-t75d11xx";20;"PLEDA";576564.000;246.982
"N-t75u11xx";11;"PLEDA";52652499.000;195.654
"N-t75d11xx";17;"PLEDA";576627.000;248.153
"N-t75e11xx";19;"PLEDA";2735700.000;241.921
"N-t75e11xx";10;"PLEDA";2730418.000;247.783
"N-t75k11xx";11;"PLEDA";108476.000;242.094
"N-t75u11xx";14;"PLEDA";52644526.000;195.224
"N-t75u11xx";12;"PLEDA";52650303.000;194.368
"N-t75e11xx";17;"PLEDA";2734242.000;252.031
"N-t75e11xx";12;"PLEDA";2730023.000;249.853
"N-t75k11xx";1;"PLEDA";108807.000;245.657
"N-t75k11xx";19;"PLEDA";108616.000;238.246
"N-t75n11xx";9;"PLEDA";93241.000;240.482
"N-t75u11xx";15;"PLEDA";52649250.000;190.918
"N-t75u11xx";17;"PLEDA";52648834.000;190.505
"N-t75k11xx";8;"PLEDA";108767.000;248.092
"N-t75i11xx";15;"PLEDA";63469738.000;257.352
"N-t75k11xx";12;"PLEDA";108534.000;240.500
"N-t75k11xx";4;"PLEDA";108815.000;241.102
"N-t75i11xx";1;"PLEDA";63499351.000;249.888
"N-t75i11xx";2;"PLEDA";63428158.000;244.022
"N-t75i11xx";4;"PLEDA";63475466.000;249.704
"N-t75k11xx";3;"PLEDA";108633.000;252.818
"N-t75k11xx";13;"PLEDA";108662.000;255.701
"N-t75n11xx";11;"PLEDA";93428.000;243.732
"N-t75k11xx";6;"PLEDA";108493.000;251.360
"N-t75i11xx";19;"PLEDA";63465862.000;257.612
"N-t75i11xx";7;"PLEDA";63461944.000;256.213
"N-t75i11xx";18;"PLEDA";63481901.000;261.257
"N-t75k11xx";17;"PLEDA";108672.000;237.127
"N-t75k11xx";10;"PLEDA";108806.000;255.263
"N-t75i11xx";13;"PLEDA";63513263.000;259.336
"N-t75k11xx";2;"PLEDA";108576.000;246.490
"N-t75k11xx";7;"PLEDA";108618.000;241.039
"N-t75i11xx";8;"PLEDA";63510477.000;261.348
"N-t75n11xx";1;"PLEDA";93190.000;252.692
"N-t75k11xx";5;"PLEDA";108643.000;255.021
"N-t75i11xx";3;"PLEDA";63458216.000;262.636
"N-t75n11xx";14;"PLEDA";93306.000;246.443
"N-t75k11xx";15;"PLEDA";108616.000;239.165
"N-t75n11xx";3;"PLEDA";93677.000;248.292
"N-t75n11xx";12;"PLEDA";93235.000;253.748
"N-t75n11xx";7;"PLEDA";93547.000;246.736
"N-t75n11xx";6;"PLEDA";92951.000;254.049
"N-t75k11xx";16;"PLEDA";108710.000;253.631
"N-t75k11xx";20;"PLEDA";108475.000;250.871
"N-t75i11xx";11;"PLEDA";63448659.000;258.610
"N-t75i11xx";5;"PLEDA";63526348.000;259.413
"N-t75i11xx";16;"PLEDA";63398688.000;249.403
"N-t75k11xx";14;"PLEDA";108671.000;244.115
"N-t75i11xx";9;"PLEDA";63526541.000;268.397
"N-t75u11xx";6;"PLEDA";52629990.000;244.030
"N-t75i11xx";10;"PLEDA";63396619.000;258.946
"N-t75k11xx";18;"PLEDA";108709.000;256.232
"N-t75i11xx";20;"PLEDA";63496973.000;260.196
"N-t75i11xx";14;"PLEDA";63462186.000;258.638
"N-t75n11xx";17;"PLEDA";93232.000;244.667
"N-t75n11xx";18;"PLEDA";93275.000;245.351
"N-t75i11xx";17;"PLEDA";63381730.000;259.551
"N-t75n11xx";15;"PLEDA";93260.000;262.866
"N-t75n11xx";8;"PLEDA";93245.000;256.467
"N-t75i11xx";12;"PLEDA";63429248.000;263.531
"N-t75u11xx";5;"PLEDA";52636511.000;250.835
"N-t75n11xx";4;"PLEDA";93630.000;257.916
"N-t75n11xx";5;"PLEDA";93201.000;263.229
"N-t75n11xx";20;"PLEDA";93041.000;252.821
"N-t75u11xx";7;"PLEDA";52635245.000;245.108
"N-t75n11xx";16;"PLEDA";93579.000;259.064
"N-t75u11xx";2;"PLEDA";52589243.000;251.302
"N-tiw56n54";5;"PLEDA";91280.000;407.953
"N-tiw56n54";3;"PLEDA";90475.000;411.980
"N-tiw56n54";20;"PLEDA";91284.000;411.156
"N-tiw56n54";17;"PLEDA";90474.000;411.933
"N-tiw56n54";1;"PLEDA";91247.000;410.883
"N-tiw56n54";19;"PLEDA";91275.000;412.091
"N-tiw56n54";12;"PLEDA";91324.000;407.573
"N-tiw56n58";3;"PLEDA";124834.000;406.681
"N-tiw56n54";15;"PLEDA";91351.000;405.580
"N-tiw56n54";9;"PLEDA";91277.000;411.262
"N-tiw56n54";7;"PLEDA";91321.000;411.468
"N-tiw56n54";2;"PLEDA";91283.000;408.537
"N-tiw56n54";13;"PLEDA";91284.000;406.213
"N-tiw56n58";14;"PLEDA";124645.000;403.338
"N-tiw56n58";13;"PLEDA";124288.000;409.677
"N-tiw56n58";1;"PLEDA";124487.000;411.875
"N-tiw56n58";8;"PLEDA";124033.000;413.035
"N-tiw56n58";12;"PLEDA";124737.000;406.095
"N-tiw56n54";10;"PLEDA";91292.000;411.149
"N-tiw56n62";3;"PLEDA";175678.000;406.956
"N-tiw56n58";17;"PLEDA";124897.000;413.007
"N-tiw56n54";11;"PLEDA";91287.000;412.042
"N-tiw56n58";2;"PLEDA";124976.000;401.912
"N-tiw56n58";16;"PLEDA";124497.000;413.211
"N-tiw56n58";20;"PLEDA";124563.000;406.815
"N-tiw56n62";2;"PLEDA";175924.000;407.339
"N-tiw56n58";5;"PLEDA";124351.000;411.749
"N-tiw56n62";10;"PLEDA";175681.000;393.990
"N-tiw56n58";6;"PLEDA";124943.000;412.798
"N-tiw56n58";15;"PLEDA";124989.000;409.303
"N-tiw56n58";10;"PLEDA";124919.000;410.835
"N-tiw56n62";5;"PLEDA";175604.000;410.251
"N-tiw56n58";19;"PLEDA";124924.000;411.845
"N-tiw56n62";14;"PLEDA";175513.000;404.676
"N-tiw56n62";7;"PLEDA";175106.000;401.579
"N-tiw56n66";3;"PLEDA";222751.000;400.704
"N-tiw56n62";17;"PLEDA";175716.000;404.552
"N-tiw56n62";19;"PLEDA";174759.000;406.724
"N-tiw56n62";12;"PLEDA";175495.000;410.328
"N-tiw56n66";4;"PLEDA";225008.000;407.512
"N-tiw56n62";13;"PLEDA";175347.000;410.823
"N-tiw56n62";18;"PLEDA";174438.000;406.796
"N-tiw56n66";15;"PLEDA";223750.000;398.133
"N-tiw56n66";7;"PLEDA";223583.000;408.994
"N-tiw56n66";6;"PLEDA";223784.000;409.710
"N-tiw56n66";1;"PLEDA";223441.000;410.919
"N-tiw56n62";20;"PLEDA";175607.000;404.632
"N-tiw56n66";10;"PLEDA";225078.000;405.757
"N-tiw56n66";14;"PLEDA";224350.000;405.625
"N-tiw56n66";17;"PLEDA";224402.000;409.063
"N-tiw56n67";1;"PLEDA";224087.000;405.318
"N-tiw56n67";2;"PLEDA";224356.000;405.995
"N-tiw56n66";5;"PLEDA";223487.000;408.049
"N-tiw56n66";18;"PLEDA";223113.000;400.055
"N-tiw56n66";11;"PLEDA";224154.000;407.812
"N-tiw56n67";3;"PLEDA";222095.000;410.750
"N-tiw56n66";8;"PLEDA";225194.000;405.068
"N-tiw56n67";6;"PLEDA";224398.000;407.448
"N-tiw56n66";16;"PLEDA";223035.000;408.003
"N-tiw56n66";20;"PLEDA";223446.000;398.157
"N-tiw56n67";16;"PLEDA";222930.000;397.553
"N-tiw56n67";8;"PLEDA";223455.000;406.939
"N-tiw56n67";10;"PLEDA";224184.000;405.471
"N-tiw56n67";14;"PLEDA";223280.000;400.215
"N-tiw56n67";4;"PLEDA";225027.000;404.371
"N-tiw56n67";7;"PLEDA";223482.000;406.410
"N-tiw56n54";6;"PLEDA";90693.000;530.233
"N-tiw56n67";18;"PLEDA";224340.000;406.603
"N-tiw56n72";10;"PLEDA";357676.000;399.896
"N-tiw56n72";2;"PLEDA";362088.000;405.210
"N-tiw56n54";4;"PLEDA";90869.000;531.282
"N-tiw56n67";9;"PLEDA";224208.000;407.610
"N-tiw56n67";12;"PLEDA";224469.000;407.415
"N-tiw56n67";11;"PLEDA";223472.000;407.298
"N-tiw56n67";17;"PLEDA";224662.000;405.120
"N-tiw56n72";1;"PLEDA";362936.000;399.140
"N-tiw56n54";18;"PLEDA";90875.000;529.910
"N-tiw56n67";20;"PLEDA";224247.000;408.657
"N-tiw56n54";16;"PLEDA";91288.000;531.008
"N-tiw56n54";14;"PLEDA";91144.000;532.476
"N-tiw56n72";13;"PLEDA";356039.000;414.768
"N-tiw56n72";3;"PLEDA";354523.000;407.843
"N-tiw56n54";8;"PLEDA";91071.000;531.300
"N-tiw56n72";8;"PLEDA";355566.000;406.531
"N-tiw56n58";9;"PLEDA";125074.000;531.424
"N-tiw56n62";1;"PLEDA";175685.000;528.092
"N-tiw56n72";15;"PLEDA";362791.000;403.824
"N-tiw56n58";7;"PLEDA";124961.000;530.123
"N-tiw56n72";17;"PLEDA";355473.000;415.104
"N-tiw56n58";11;"PLEDA";124584.000;528.449
"N-tiw56r54";18;"PLEDA";102050.000;401.803
"N-tiw56n58";18;"PLEDA";124893.000;533.370
"N-tiw56n62";6;"PLEDA";175402.000;533.400
"N-tiw56n62";4;"PLEDA";175435.000;528.333
"N-tiw56r54";16;"PLEDA";102287.000;403.129
"N-tiw56n58";4;"PLEDA";124717.000;556.477
"N-tiw56r54";20;"PLEDA";102444.000;408.278
"N-tiw56n72";16;"PLEDA";354110.000;423.298
"N-tiw56r54";17;"PLEDA";101992.000;404.207
"N-tiw56r58";8;"PLEDA";128518.000;399.605
"N-tiw56n62";8;"PLEDA";174337.000;530.402
"N-tiw56r66";11;"PLEDA";207653.000;394.761
"N-tiw56r66";9;"PLEDA";207206.000;400.381
"N-tiw56r58";4;"PLEDA";129152.000;407.040
"N-tiw56r67";3;"PLEDA";218658.000;395.646
"N-tiw56n62";9;"PLEDA";175060.000;530.487
"N-tiw56r66";12;"PLEDA";206635.000;409.771
"N-tiw56n66";2;"PLEDA";224514.000;528.302
"N-tiw56r67";2;"PLEDA";219710.000;399.099
"N-tiw56r66";17;"PLEDA";206721.000;406.103
"N-tiw56r66";13;"PLEDA";206891.000;403.928
"N-tiw56r66";2;"PLEDA";206884.000;406.832
"N-tiw56r66";10;"PLEDA";207502.000;398.701
"N-tiw56r58";11;"PLEDA";129236.000;408.687
"N-tiw56n62";11;"PLEDA";175818.000;551.488
"N-tiw56n62";15;"PLEDA";174305.000;528.588
"N-tiw56r67";10;"PLEDA";221919.000;395.613
"N-tiw56r58";19;"PLEDA";129202.000;405.337
"N-tiw56r66";6;"PLEDA";206825.000;400.550
"N-tiw56n66";12;"PLEDA";225539.000;535.212
"N-tiw56r67";9;"PLEDA";218620.000;399.644
"N-tiw56n62";16;"PLEDA";175283.000;554.876
"N-tiw56n67";19;"PLEDA";224205.000;526.416
"N-tiw56n66";13;"PLEDA";224963.000;551.032
"N-tiw56n72";9;"PLEDA";357268.000;533.212
"N-tiw56n66";9;"PLEDA";222861.000;551.612
"N-tiw56n72";5;"PLEDA";357275.000;533.365
"N-tiw56n66";19;"PLEDA";223340.000;548.987
"N-tiw56n72";4;"PLEDA";356149.000;535.787
"N-tiw56n72";12;"PLEDA";356982.000;533.639
"N-tiw56n72";6;"PLEDA";361483.000;532.639
"N-tiw56n72";18;"PLEDA";356929.000;532.630
"N-tiw56r54";2;"PLEDA";102571.000;529.781
"N-tiw56n72";19;"PLEDA";355950.000;532.635
"N-tiw56r54";5;"PLEDA";102061.000;531.319
"N-tiw56r54";1;"PLEDA";102316.000;528.015
"N-tiw56n67";13;"PLEDA";224585.000;553.970
"N-tiw56n67";5;"PLEDA";224135.000;554.903
"N-tiw56n72";11;"PLEDA";354097.000;530.843
"N-tiw56r54";3;"PLEDA";102314.000;531.065
"N-tiw56n67";15;"PLEDA";224045.000;554.055
"N-tiw56r54";9;"PLEDA";102419.000;529.639
"N-tiw56r54";14;"PLEDA";101694.000;528.182
"N-tiw56r54";10;"PLEDA";102154.000;531.704
"N-tiw56n72";7;"PLEDA";358021.000;557.772
"N-tiw56r54";6;"PLEDA";102610.000;531.542
"N-tiw56r54";7;"PLEDA";102029.000;534.894
"N-tiw56r58";6;"PLEDA";129243.000;528.438
"N-tiw56r54";15;"PLEDA";102070.000;529.826
"N-tiw56r54";8;"PLEDA";102270.000;532.025
"N-tiw56r54";11;"PLEDA";102633.000;530.883
"N-tiw56r58";2;"PLEDA";128700.000;529.247
"N-tiw56r58";9;"PLEDA";129144.000;530.582
"N-tiw56r54";12;"PLEDA";102610.000;531.002
"N-tiw56r58";10;"PLEDA";128913.000;530.264
"N-tiw56n72";14;"PLEDA";359407.000;555.096
"N-tiw56r58";7;"PLEDA";128832.000;533.825
"N-tiw56r58";1;"PLEDA";129242.000;530.106
"N-tiw56r66";3;"PLEDA";207372.000;528.188
"N-tiw56r58";3;"PLEDA";128682.000;532.785
"N-tiw56n72";20;"PLEDA";354401.000;557.328
"N-tiw56r54";13;"PLEDA";102498.000;528.782
"N-tiw56r66";4;"PLEDA";206837.000;535.043
"N-tiw56r58";16;"PLEDA";128529.000;532.974
"N-tiw56r54";19;"PLEDA";102171.000;528.649
"N-tiw56r58";15;"PLEDA";128309.000;534.216
"N-tiw56r58";13;"PLEDA";128620.000;534.194
"N-tiw56r66";5;"PLEDA";206900.000;528.543
"N-tiw56r58";17;"PLEDA";128336.000;530.056
"N-tiw56r58";14;"PLEDA";128701.000;532.940
"N-tiw56r58";18;"PLEDA";129236.000;553.105
"N-tiw56r54";4;"PLEDA";102104.000;555.160
"N-tiw56r66";16;"PLEDA";207553.000;521.249
"N-tiw56r67";6;"PLEDA";218868.000;524.181
"N-tiw56r66";7;"PLEDA";207411.000;528.798
"N-tiw56r66";1;"PLEDA";206633.000;530.489
"N-tiw56r67";8;"PLEDA";221062.000;530.223
"N-tiw56r67";17;"PLEDA";217888.000;529.629
"N-tiw56r67";11;"PLEDA";221326.000;529.978
"N-tiw56r67";15;"PLEDA";221408.000;526.678
"N-tiw56r66";15;"PLEDA";207021.000;526.032
"N-tiw56r58";5;"PLEDA";128865.000;556.085
"N-tiw56r66";8;"PLEDA";207273.000;531.649
"N-tiw56r67";1;"PLEDA";219073.000;543.739
"N-tiw56r66";19;"PLEDA";206839.000;551.165
"N-tiw56r66";18;"PLEDA";207209.000;535.474
"N-tiw56r66";20;"PLEDA";206580.000;556.300
"N-tiw56r67";16;"PLEDA";221787.000;524.227
"N-tiw56r66";14;"PLEDA";206624.000;553.110
"N-tiw56r67";19;"PLEDA";221958.000;549.791
"N-tiw56r67";12;"PLEDA";221549.000;555.199
"N-tiw56r67";5;"PLEDA";221389.000;555.068
"N-tiw56r58";20;"PLEDA";128850.000;556.080
"N-tiw56r67";7;"PLEDA";221742.000;552.084
"N-tiw56r67";13;"PLEDA";221822.000;550.413
"N-tiw56r58";12;"PLEDA";129276.000;566.460
"N-tiw56r67";14;"PLEDA";221502.000;555.478
"N-tiw56r72";8;"PLEDA";267719.000;527.068
"N-tiw56r72";6;"PLEDA";268833.000;556.081
"N-tiw56r72";15;"PLEDA";266940.000;552.309
"N-tiw56r67";4;"PLEDA";221739.000;551.083
"N-tiw56r72";14;"PLEDA";268741.000;531.698
"N-tiw56r72";7;"PLEDA";267669.000;554.609
"N-tiw56r67";20;"PLEDA";218812.000;550.771
"N-tiw56r72";2;"PLEDA";267599.000;556.493
"N-tiw56r72";16;"PLEDA";267989.000;556.428
"N-tiw56r67";18;"PLEDA";221481.000;552.417
"N-tiw56r72";3;"PLEDA";266063.000;556.438
"N-tiw56r72";1;"PLEDA";267080.000;556.043
"N-tiw56r72";4;"PLEDA";268847.000;557.413
"N-tiw56r72";13;"PLEDA";269143.000;555.159
"N-tiw56r72";18;"PLEDA";267657.000;554.938
"N-tiw56r72";11;"PLEDA";267065.000;554.143
"N-tiw56r72";10;"PLEDA";269435.000;571.585
"N-tiw56r72";19;"PLEDA";268661.000;551.489
"N-tiw56r72";17;"PLEDA";267732.000;557.933
"N-tiw56r72";5;"PLEDA";266685.000;556.941
"N-tiw56r72";9;"PLEDA";267347.000;558.670
"N-tiw56r72";12;"PLEDA";267404.000;559.784
"N-tiw56r72";20;"PLEDA";267475.000;556.551
"N-usa79";12;"PLEDA";1783999.000;1270.657
"N-usa79";14;"PLEDA";1787666.000;1295.028
"N-usa79";4;"PLEDA";1792108.000;1350.260
"N-usa79";6;"PLEDA";1791589.000;1348.998
"N-usa79";13;"PLEDA";1785478.000;1377.470
"N-usa79";19;"PLEDA";1789582.000;1368.122
"N-usa79";20;"PLEDA";1793234.000;1414.392
"N-usa79";3;"PLEDA";1796380.000;1424.159
"N-usa79";11;"PLEDA";1775295.000;1445.129
"N-usa79";8;"PLEDA";1791899.000;1464.761
"N-usa79";5;"PLEDA";1793184.000;1492.936
"N-usa79";9;"PLEDA";1794422.000;1491.244
"N-usa79";1;"PLEDA";1789497.000;1529.857
"N-usa79";16;"PLEDA";1789277.000;1552.842
"N-usa79";18;"PLEDA";1788280.000;1537.321
"N-usa79";10;"PLEDA";1783927.000;1577.909
