Instance;Repetition;Algorithm;Fitness;Real_Time
N-t70b11xx;3;Gradient_100_0.1_superlinear;527361;9.68236
N-t70d11xx;4;Gradient_100_0.1_superlinear;375590;8.55389
N-t65n11xx;13;Gradient_100_0.1_superlinear;32054;8.36407
N-t69r11xx;12;Gradient_100_0.1_superlinear;767609;9.80232
N-t69r11xx;7;Gradient_100_0.1_superlinear;767740;7.97184
N-t69r11xx;4;Gradient_100_0.1_superlinear;767588;7.65425
N-t70d11xx;18;Gradient_100_0.1_superlinear;375982;9.92375
N-t70d11xx;2;Gradient_100_0.1_superlinear;375698;9.90835
N-t69r11xx;6;Gradient_100_0.1_superlinear;767657;9.50567
N-t70b11xx;4;Gradient_100_0.1_superlinear;526327;9.6383
N-t65w11xx;6;Gradient_100_0.1_superlinear;137686114;9.77705
N-t70b11xx;18;Gradient_100_0.1_superlinear;526523;9.53904
N-t70d11xxb;3;Gradient_100_0.1_superlinear;365259;8.34399
N-t70b11xx;15;Gradient_100_0.1_superlinear;527398;9.83861
N-t70f11xx;16;Gradient_100_0.1_superlinear;358152;9.96885
N-t70d11xx;7;Gradient_100_0.1_superlinear;375548;9.66754
N-t65w11xx;3;Gradient_100_0.1_superlinear;137682669;8.0552
N-t65w11xx;9;Gradient_100_0.1_superlinear;137702384;9.83726
N-t70i11xx;11;Gradient_100_0.1_superlinear;24742591;8.45843
N-t70d11xxb;19;Gradient_100_0.1_superlinear;365745;8.54314
N-t70b11xx;17;Gradient_100_0.1_superlinear;526469;10.0198
N-t70f11xx;8;Gradient_100_0.1_superlinear;358703;7.81713
N-t70f11xx;1;Gradient_100_0.1_superlinear;358653;9.67142
N-t70d11xxb;14;Gradient_100_0.1_superlinear;365692;10.1076
N-t65w11xx;16;Gradient_100_0.1_superlinear;137678257;10.2969
N-t70i11xx;6;Gradient_100_0.1_superlinear;24747451;10.1375
N-t70d11xxb;4;Gradient_100_0.1_superlinear;365275;9.67291
N-t70b11xx;1;Gradient_100_0.1_superlinear;527475;9.51459
N-t70d11xxb;7;Gradient_100_0.1_superlinear;365376;10.1714
N-t70k11xx;3;Gradient_100_0.1_superlinear;60587900;9.44189
N-t70d11xx;12;Gradient_100_0.1_superlinear;375191;9.65427
N-t69r11xx;17;Gradient_100_0.1_superlinear;767673;8.03988
N-t69r11xx;16;Gradient_100_0.1_superlinear;767623;9.34246
N-t69r11xx;18;Gradient_100_0.1_superlinear;767684;9.35373
N-t70b11xx;9;Gradient_100_0.1_superlinear;527327;9.51676
N-t70i11xx;9;Gradient_100_0.1_superlinear;24744963;9.93883
N-t65w11xx;14;Gradient_100_0.1_superlinear;137684160;10.221
N-t70b11xx;7;Gradient_100_0.1_superlinear;527411;9.80232
N-t70f11xx;13;Gradient_100_0.1_superlinear;358198;9.76933
N-t70f11xx;3;Gradient_100_0.1_superlinear;358208;9.58011
N-t70b11xx;10;Gradient_100_0.1_superlinear;527271;10.0947
N-t70k11xx;6;Gradient_100_0.1_superlinear;60589900;9.64924
N-t70k11xx;7;Gradient_100_0.1_superlinear;60600000;8.19785
N-t70b11xx;16;Gradient_100_0.1_superlinear;527308;9.64663
N-t70b11xx;20;Gradient_100_0.1_superlinear;527265;9.84263
N-t70k11xx;12;Gradient_100_0.1_superlinear;60579300;9.53542
N-t70d11xxb;8;Gradient_100_0.1_superlinear;365780;9.75455
N-t70f11xx;14;Gradient_100_0.1_superlinear;358029;7.76139
N-t70d11xx;17;Gradient_100_0.1_superlinear;374866;8.39211
N-t70f11xx;20;Gradient_100_0.1_superlinear;358117;9.49478
N-t70d11xxb;12;Gradient_100_0.1_superlinear;365701;9.79635
N-t69r11xx;10;Gradient_100_0.1_superlinear;767658;9.40725
N-t69r11xx;8;Gradient_100_0.1_superlinear;767615;7.63362
N-t70f11xx;12;Gradient_100_0.1_superlinear;358197;8.03198
N-t69r11xx;9;Gradient_100_0.1_superlinear;767587;7.61774
N-t70b11xx;11;Gradient_100_0.1_superlinear;526608;9.97746
N-t70d11xxb;10;Gradient_100_0.1_superlinear;365728;9.90296
N-t70l11xx;16;Gradient_100_0.1_superlinear;25233;9.80509
N-t70i11xx;3;Gradient_100_0.1_superlinear;24743793;10.2892
N-t70i11xx;1;Gradient_100_0.1_superlinear;24744711;9.85081
N-t70k11xx;9;Gradient_100_0.1_superlinear;60589600;8.35156
N-t70d11xx;3;Gradient_100_0.1_superlinear;374221;10.0714
N-t70d11xx;8;Gradient_100_0.1_superlinear;374324;9.64454
N-t70n11xx;4;Gradient_100_0.1_superlinear;52477;8.28565
N-t70b11xx;6;Gradient_100_0.1_superlinear;526539;9.76781
N-t70f11xx;2;Gradient_100_0.1_superlinear;358270;8.5634
N-t70n11xx;13;Gradient_100_0.1_superlinear;52476;9.57798
N-t70f11xx;19;Gradient_100_0.1_superlinear;357832;9.84841
N-t70d11xxb;11;Gradient_100_0.1_superlinear;365708;10.2198
N-t70l11xx;8;Gradient_100_0.1_superlinear;25253;9.55568
N-t70k11xx;4;Gradient_100_0.1_superlinear;60587100;9.58154
N-t70d11xxb;6;Gradient_100_0.1_superlinear;365650;9.83064
N-t70l11xx;20;Gradient_100_0.1_superlinear;25248;7.87885
N-t70i11xx;20;Gradient_100_0.1_superlinear;24746285;10.364
N-t70n11xx;9;Gradient_100_0.1_superlinear;52482;9.79386
N-t70f11xx;17;Gradient_100_0.1_superlinear;358119;9.53748
N-t70d11xx;14;Gradient_100_0.1_superlinear;375471;9.70164
N-t70l11xx;12;Gradient_100_0.1_superlinear;25253;9.80354
N-t70l11xx;13;Gradient_100_0.1_superlinear;25245;9.78576
N-t70d11xx;9;Gradient_100_0.1_superlinear;374148;9.63364
N-t70n11xx;17;Gradient_100_0.1_superlinear;52452;9.46832
N-t70k11xx;16;Gradient_100_0.1_superlinear;60593000;9.88615
N-t70f11xx;6;Gradient_100_0.1_superlinear;358151;8.12052
N-t70d11xxb;16;Gradient_100_0.1_superlinear;365437;9.78124
N-t70k11xx;10;Gradient_100_0.1_superlinear;60589500;9.9688
N-t70n11xx;1;Gradient_100_0.1_superlinear;52477;9.89088
N-t70k11xx;17;Gradient_100_0.1_superlinear;60585700;9.44286
N-t70u11xx;14;Gradient_100_0.1_superlinear;21675500;9.3087
N-t70w11xx;4;Gradient_100_0.1_superlinear;223652676;8.10021
N-t70d11xx;16;Gradient_100_0.1_superlinear;374120;10.1092
N-t70k11xx;11;Gradient_100_0.1_superlinear;60585700;8.34188
N-t70d11xx;19;Gradient_100_0.1_superlinear;374951;9.83746
N-t70w11xx;1;Gradient_100_0.1_superlinear;223690710;9.7038
N-t70n11xx;7;Gradient_100_0.1_superlinear;52495;7.87635
N-t70d11xxb;15;Gradient_100_0.1_superlinear;365354;9.70889
N-t70f11xx;9;Gradient_100_0.1_superlinear;358158;9.95819
N-t70f11xx;11;Gradient_100_0.1_superlinear;358279;9.63129
N-t70d11xx;10;Gradient_100_0.1_superlinear;375763;9.91767
N-t70d11xxb;2;Gradient_100_0.1_superlinear;365425;9.66053
N-t70l11xx;4;Gradient_100_0.1_superlinear;25253;7.76622
N-t70i11xx;4;Gradient_100_0.1_superlinear;24745492;10.4082
N-t70d11xxb;9;Gradient_100_0.1_superlinear;365674;9.97782
N-t70k11xx;19;Gradient_100_0.1_superlinear;60577000;9.644
N-t70u11xx;2;Gradient_100_0.1_superlinear;21680800;9.76352
N-t70k11xx;8;Gradient_100_0.1_superlinear;60583100;9.80024
N-t70n11xx;6;Gradient_100_0.1_superlinear;52429;8.3771
N-t70d11xxb;17;Gradient_100_0.1_superlinear;365383;10.1756
N-t70u11xx;19;Gradient_100_0.1_superlinear;21676500;9.49039
N-t70l11xx;17;Gradient_100_0.1_superlinear;25245;9.68391
N-t70f11xx;15;Gradient_100_0.1_superlinear;359787;9.65388
N-t70l11xx;5;Gradient_100_0.1_superlinear;25244;9.60442
N-t70n11xx;8;Gradient_100_0.1_superlinear;52500;9.83256
N-t70i11xx;10;Gradient_100_0.1_superlinear;24742845;10.207
N-t70w11xx;9;Gradient_100_0.1_superlinear;223624378;7.89646
N-t70i11xx;16;Gradient_100_0.1_superlinear;24744118;8.35976
N-t70i11xx;5;Gradient_100_0.1_superlinear;24745825;9.83346
N-t70k11xx;1;Gradient_100_0.1_superlinear;60585400;8.14793
N-t70f11xx;10;Gradient_100_0.1_superlinear;358132;8.44426
N-t70k11xx;5;Gradient_100_0.1_superlinear;60592300;9.9856
N-t70i11xx;13;Gradient_100_0.1_superlinear;24769523;8.63375
N-t70l11xx;6;Gradient_100_0.1_superlinear;25247;8.36272
N-t70l11xx;18;Gradient_100_0.1_superlinear;25243;9.82922
N-t70l11xx;10;Gradient_100_0.1_superlinear;25253;7.7349
N-t70i11xx;2;Gradient_100_0.1_superlinear;24746149;9.76383
N-t70u11xx;20;Gradient_100_0.1_superlinear;21675000;9.30727
N-t70u11xx;15;Gradient_100_0.1_superlinear;21677100;9.29923
N-t70u11xx;13;Gradient_100_0.1_superlinear;21675700;7.7286
N-t70k11xx;20;Gradient_100_0.1_superlinear;60588200;8.42514
N-t70n11xx;16;Gradient_100_0.1_superlinear;52479;9.44569
N-t70l11xx;9;Gradient_100_0.1_superlinear;25243;9.55045
N-t70n11xx;3;Gradient_100_0.1_superlinear;52209;7.9561
N-t70n11xx;20;Gradient_100_0.1_superlinear;52491;8.39632
N-t70u11xx;9;Gradient_100_0.1_superlinear;21676500;9.26909
N-t70n11xx;2;Gradient_100_0.1_superlinear;52525;9.73797
N-t70i11xx;15;Gradient_100_0.1_superlinear;24769294;8.05086
N-t70f11xx;5;Gradient_100_0.1_superlinear;358120;9.97437
N-t70u11xx;4;Gradient_100_0.1_superlinear;21665000;9.47836
N-t70l11xx;1;Gradient_100_0.1_superlinear;25250;7.98954
N-t70i11xx;12;Gradient_100_0.1_superlinear;24744690;10.1831
N-t70x11xx;13;Gradient_100_0.1_superlinear;283109610;9.77194
N-t70f11xx;18;Gradient_100_0.1_superlinear;358270;9.95451
N-t70u11xx;3;Gradient_100_0.1_superlinear;21667900;7.59894
N-t70u11xx;5;Gradient_100_0.1_superlinear;21676300;10.0468
N-t74d11xx;12;Gradient_100_0.1_superlinear;565019;8.32396
N-t70n11xx;5;Gradient_100_0.1_superlinear;52475;9.89407
N-t70u11xx;11;Gradient_100_0.1_superlinear;21663400;9.59321
N-t70w11xx;6;Gradient_100_0.1_superlinear;223693412;9.82143
N-t74d11xx;8;Gradient_100_0.1_superlinear;565553;9.77119
N-t70i11xx;18;Gradient_100_0.1_superlinear;24747489;10.2275
N-t70x11xx;5;Gradient_100_0.1_superlinear;283209319;8.41322
N-t70i11xx;17;Gradient_100_0.1_superlinear;24771922;10.0239
N-t70x11xx;2;Gradient_100_0.1_superlinear;283156871;8.31754
N-t70n11xx;11;Gradient_100_0.1_superlinear;52482;9.5718
N-t70i11xx;19;Gradient_100_0.1_superlinear;24743959;8.10282
N-t70i11xx;7;Gradient_100_0.1_superlinear;24745642;9.84823
N-t70k11xx;13;Gradient_100_0.1_superlinear;60590500;9.92248
N-t70k11xx;18;Gradient_100_0.1_superlinear;60598200;9.65321
N-t70l11xx;3;Gradient_100_0.1_superlinear;25244;9.51474
N-t70k11xx;2;Gradient_100_0.1_superlinear;60589700;9.79703
N-t75d11xx;7;Gradient_100_0.1_superlinear;577227;8.64566
N-t70l11xx;2;Gradient_100_0.1_superlinear;25253;9.40754
N-t70i11xx;8;Gradient_100_0.1_superlinear;24769223;9.87929
N-t70u11xx;1;Gradient_100_0.1_superlinear;21677100;8.10558
N-t70x11xx;17;Gradient_100_0.1_superlinear;283138945;9.66582
N-t70x11xx;18;Gradient_100_0.1_superlinear;283062294;9.69228
N-t70l11xx;7;Gradient_100_0.1_superlinear;25246;9.51848
N-t70l11xx;15;Gradient_100_0.1_superlinear;25253;9.37635
N-t70i11xx;14;Gradient_100_0.1_superlinear;24741503;10.3548
N-t70l11xx;14;Gradient_100_0.1_superlinear;25253;9.71748
N-t70u11xx;10;Gradient_100_0.1_superlinear;21674500;9.69722
N-t70x11xx;4;Gradient_100_0.1_superlinear;283068890;9.6229
N-t70k11xx;15;Gradient_100_0.1_superlinear;60576900;7.82856
N-t70w11xx;12;Gradient_100_0.1_superlinear;223667829;9.75163
N-t70u11xx;16;Gradient_100_0.1_superlinear;21674300;9.2193
N-t74d11xx;18;Gradient_100_0.1_superlinear;565386;10.0409
N-t70w11xx;19;Gradient_100_0.1_superlinear;223705286;10.122
N-t75d11xx;5;Gradient_100_0.1_superlinear;577219;10.2451
N-t75d11xx;15;Gradient_100_0.1_superlinear;577156;8.00928
N-t70u11xx;18;Gradient_100_0.1_superlinear;21677600;9.59438
N-t70n11xx;15;Gradient_100_0.1_superlinear;52510;10.0134
N-t75e11xx;4;Gradient_100_0.1_superlinear;2731370;7.94623
N-t70u11xx;17;Gradient_100_0.1_superlinear;21665300;9.21248
N-t70w11xx;20;Gradient_100_0.1_superlinear;223637537;10.1528
N-t75d11xx;16;Gradient_100_0.1_superlinear;577214;8.50265
N-t70w11xx;2;Gradient_100_0.1_superlinear;223702561;10.1547
N-t74d11xx;17;Gradient_100_0.1_superlinear;565622;10.1365
N-t70u11xx;8;Gradient_100_0.1_superlinear;21510400;9.1163
N-t70w11xx;7;Gradient_100_0.1_superlinear;222206169;9.7306
N-t70n11xx;14;Gradient_100_0.1_superlinear;52460;7.9858
N-t70k11xx;14;Gradient_100_0.1_superlinear;60600000;9.96141
N-t75e11xx;9;Gradient_100_0.1_superlinear;2730213;8.52025
N-t70x11xx;3;Gradient_100_0.1_superlinear;283163777;10.0747
N-t70u11xx;12;Gradient_100_0.1_superlinear;21676900;9.28667
N-t70w11xx;11;Gradient_100_0.1_superlinear;223698600;9.74617
N-t75e11xx;16;Gradient_100_0.1_superlinear;2731201;7.91116
N-t70x11xx;6;Gradient_100_0.1_superlinear;283134652;9.95342
N-t70u11xx;6;Gradient_100_0.1_superlinear;21675900;9.61339
N-t70l11xx;11;Gradient_100_0.1_superlinear;25251;9.87557
N-t70n11xx;12;Gradient_100_0.1_superlinear;52506;9.53021
N-t75e11xx;10;Gradient_100_0.1_superlinear;2730982;9.96861
N-t70w11xx;17;Gradient_100_0.1_superlinear;223390239;10.0965
N-t70w11xx;16;Gradient_100_0.1_superlinear;223680071;7.95855
N-t70u11xx;7;Gradient_100_0.1_superlinear;21676300;9.2721
N-t70n11xx;19;Gradient_100_0.1_superlinear;52487;9.46767
N-t70x11xx;20;Gradient_100_0.1_superlinear;283138419;9.91827
N-t75i11xx;8;Gradient_100_0.1_superlinear;63524845;9.81395
N-t70x11xx;14;Gradient_100_0.1_superlinear;283245723;8.44886
N-t75e11xx;1;Gradient_100_0.1_superlinear;2729399;8.46384
N-t70n11xx;18;Gradient_100_0.1_superlinear;52220;7.98452
N-t70l11xx;19;Gradient_100_0.1_superlinear;25252;9.74365
N-t75d11xx;14;Gradient_100_0.1_superlinear;577072;9.74872
N-t74d11xx;4;Gradient_100_0.1_superlinear;565315;8.48682
N-t70w11xx;15;Gradient_100_0.1_superlinear;223534813;8.46363
N-t70w11xx;18;Gradient_100_0.1_superlinear;223101943;9.65053
N-t75i11xx;15;Gradient_100_0.1_superlinear;63417289;9.78328
N-t74d11xx;6;Gradient_100_0.1_superlinear;565765;10.1636
N-t70x11xx;9;Gradient_100_0.1_superlinear;283167515;9.91822
N-t70n11xx;10;Gradient_100_0.1_superlinear;52488;9.60257
N-t75i11xx;16;Gradient_100_0.1_superlinear;63527626;8.23636
N-t75e11xx;12;Gradient_100_0.1_superlinear;2730327;8.38927
N-t74d11xx;2;Gradient_100_0.1_superlinear;565714;9.73581
N-t70w11xx;13;Gradient_100_0.1_superlinear;223656261;9.96165
N-t75i11xx;17;Gradient_100_0.1_superlinear;63429018;10.2519

N-t74d11xx;5;Gradient_100_0.1_superlinear;565397;9.77415
N-t75n11xx;3;Gradient_100_0.1_superlinear;93292;8.00436
N-t74d11xx;10;Gradient_100_0.1_superlinear;565528;8.47223
N-t75e11xx;13;Gradient_100_0.1_superlinear;2733336;8.17649
N-t70w11xx;10;Gradient_100_0.1_superlinear;223639312;7.96768
N-t75e11xx;19;Gradient_100_0.1_superlinear;2730883;8.47433
N-t70w11xx;5;Gradient_100_0.1_superlinear;223596320;9.86122
N-t75d11xx;4;Gradient_100_0.1_superlinear;577221;9.90173
N-t75d11xx;2;Gradient_100_0.1_superlinear;577230;10.2058
N-t74d11xx;16;Gradient_100_0.1_superlinear;565564;9.72119
N-t74d11xx;19;Gradient_100_0.1_superlinear;565545;10.0421
N-t70w11xx;8;Gradient_100_0.1_superlinear;223634949;9.6843
N-t75e11xx;5;Gradient_100_0.1_superlinear;2730917;9.60493
N-t75k11xx;18;Gradient_100_0.1_superlinear;108675;9.84261
N-t74d11xx;7;Gradient_100_0.1_superlinear;564866;9.70163
N-t75e11xx;18;Gradient_100_0.1_superlinear;2730428;9.69799
N-t75d11xx;3;Gradient_100_0.1_superlinear;576884;10.0329
N-t70x11xx;8;Gradient_100_0.1_superlinear;283110689;9.69994
N-t75d11xx;1;Gradient_100_0.1_superlinear;577141;8.00776
N-t75e11xx;15;Gradient_100_0.1_superlinear;2731890;9.92662
N-t70w11xx;3;Gradient_100_0.1_superlinear;223699436;9.91027
N-t75i11xx;18;Gradient_100_0.1_superlinear;63519589;9.9759
N-t70w11xx;14;Gradient_100_0.1_superlinear;222042543;8.0121
N-t70x11xx;12;Gradient_100_0.1_superlinear;283072117;9.66413
N-t75i11xx;4;Gradient_100_0.1_superlinear;63436008;9.92504
N-t75n11xx;5;Gradient_100_0.1_superlinear;93257;10.199
N-t75e11xx;11;Gradient_100_0.1_superlinear;2731028;10.1171
N-t75n11xx;9;Gradient_100_0.1_superlinear;93324;9.79182
N-t75d11xx;8;Gradient_100_0.1_superlinear;577315;10.2323
N-t70x11xx;15;Gradient_100_0.1_superlinear;283089397;10.0997
N-t70x11xx;11;Gradient_100_0.1_superlinear;283109246;10.1595
N-t75d11xx;9;Gradient_100_0.1_superlinear;577191;10.2618
N-t75n11xx;15;Gradient_100_0.1_superlinear;93292;9.75439
N-t75d11xx;20;Gradient_100_0.1_superlinear;577212;10.2641
N-t75n11xx;19;Gradient_100_0.1_superlinear;93301;9.99307
N-t75e11xx;6;Gradient_100_0.1_superlinear;2734239;9.63087
N-t75k11xx;20;Gradient_100_0.1_superlinear;108736;7.85019
N-t75i11xx;13;Gradient_100_0.1_superlinear;63469239;8.07371
N-t75k11xx;6;Gradient_100_0.1_superlinear;108782;9.47703
N-t75n11xx;17;Gradient_100_0.1_superlinear;93312;7.9828
N-t75n11xx;1;Gradient_100_0.1_superlinear;93310;10.1921
N-t75n11xx;4;Gradient_100_0.1_superlinear;93320;9.83966
N-t70x11xx;7;Gradient_100_0.1_superlinear;281735942;8.57567
N-t75n11xx;8;Gradient_100_0.1_superlinear;93294;10.0495
N-t70x11xx;1;Gradient_100_0.1_superlinear;282126620;9.73264
N-t74d11xx;3;Gradient_100_0.1_superlinear;564847;10.1681
N-t75k11xx;17;Gradient_100_0.1_superlinear;108721;9.49128
N-t75n11xx;13;Gradient_100_0.1_superlinear;93271;8.63184
N-t75u11xx;10;Gradient_100_0.1_superlinear;52639722;8.45961
N-t74d11xx;15;Gradient_100_0.1_superlinear;565597;7.99965
N-t75i11xx;1;Gradient_100_0.1_superlinear;63522674;9.84675
N-t75e11xx;7;Gradient_100_0.1_superlinear;2732976;9.67899
N-t75n11xx;6;Gradient_100_0.1_superlinear;93290;8.08513
N-t70x11xx;16;Gradient_100_0.1_superlinear;283172883;9.71867
N-t75d11xx;11;Gradient_100_0.1_superlinear;571935;10.1379
N-t75k11xx;15;Gradient_100_0.1_superlinear;108715;9.47412
N-t75u11xx;17;Gradient_100_0.1_superlinear;52640902;9.56725
N-t75k11xx;2;Gradient_100_0.1_superlinear;108702;9.5721
N-t74d11xx;13;Gradient_100_0.1_superlinear;565646;9.95173
N-t75e11xx;2;Gradient_100_0.1_superlinear;2731199;8.456
N-t70x11xx;19;Gradient_100_0.1_superlinear;283127629;10.1401
N-t75n11xx;10;Gradient_100_0.1_superlinear;93272;9.81254
N-t75i11xx;3;Gradient_100_0.1_superlinear;63438514;8.00955
N-t75e11xx;8;Gradient_100_0.1_superlinear;2732128;8.33238
N-t75d11xx;6;Gradient_100_0.1_superlinear;577235;10.0487
N-t75u11xx;4;Gradient_100_0.1_superlinear;52635698;7.82783
N-t75i11xx;12;Gradient_100_0.1_superlinear;63435663;9.76788
N-t75i11xx;7;Gradient_100_0.1_superlinear;63524175;9.93028
N-t75d11xx;10;Gradient_100_0.1_superlinear;577155;10.1856
N-t75u11xx;7;Gradient_100_0.1_superlinear;52644416;9.66184
N-t74d11xx;11;Gradient_100_0.1_superlinear;565023;10.1029
N-t74d11xx;1;Gradient_100_0.1_superlinear;564610;9.68815
N-t75d11xx;19;Gradient_100_0.1_superlinear;577079;8.6362
N-t75i11xx;14;Gradient_100_0.1_superlinear;63531932;9.81431
N-t74d11xx;9;Gradient_100_0.1_superlinear;565366;9.74083
N-t75k11xx;12;Gradient_100_0.1_superlinear;108707;9.99726
N-t75n11xx;7;Gradient_100_0.1_superlinear;93305;10.174
N-t75d11xx;17;Gradient_100_0.1_superlinear;577099;9.76944
N-t74d11xx;20;Gradient_100_0.1_superlinear;565313;9.78622
N-t75e11xx;20;Gradient_100_0.1_superlinear;2732239;9.94377
N-t75k11xx;5;Gradient_100_0.1_superlinear;108680;8.33092
N-t75i11xx;10;Gradient_100_0.1_superlinear;63512852;10.1381
N-t75u11xx;20;Gradient_100_0.1_superlinear;52636997;9.83631
N-t75n11xx;16;Gradient_100_0.1_superlinear;93315;9.75144
N-t75n11xx;12;Gradient_100_0.1_superlinear;93294;8.18457
N-t75k11xx;19;Gradient_100_0.1_superlinear;108723;9.91479
N-t75e11xx;3;Gradient_100_0.1_superlinear;2730333;10.2828
N-t75d11xx;13;Gradient_100_0.1_superlinear;577208;10.2349
N-t75k11xx;3;Gradient_100_0.1_superlinear;108694;9.55805
N-t75u11xx;6;Gradient_100_0.1_superlinear;52641723;9.47734
N-t75k11xx;8;Gradient_100_0.1_superlinear;108698;9.569
N-t75e11xx;17;Gradient_100_0.1_superlinear;2731119;10.0886
N-t75i11xx;6;Gradient_100_0.1_superlinear;63470833;10.2868
N-t75i11xx;11;Gradient_100_0.1_superlinear;63408969;8.60377
N-t75d11xx;18;Gradient_100_0.1_superlinear;577284;8.25835
N-t75i11xx;2;Gradient_100_0.1_superlinear;63524043;10.2436
N-t75u11xx;9;Gradient_100_0.1_superlinear;52642721;8.15621
N-t75k11xx;14;Gradient_100_0.1_superlinear;108726;7.75274
N-t75d11xx;12;Gradient_100_0.1_superlinear;577258;9.83404
N-t75u11xx;18;Gradient_100_0.1_superlinear;52638975;9.95213
N-t75u11xx;13;Gradient_100_0.1_superlinear;52647661;9.80223
N-t75u11xx;1;Gradient_100_0.1_superlinear;52642306;9.59733
N-t75i11xx;9;Gradient_100_0.1_superlinear;63430093;9.75913
N-t75u11xx;19;Gradient_100_0.1_superlinear;52643626;9.61596
N-t75k11xx;1;Gradient_100_0.1_superlinear;108747;8.24417
N-t75i11xx;19;Gradient_100_0.1_superlinear;63434788;9.95243
N-t75u11xx;5;Gradient_100_0.1_superlinear;52638195;10.0253
N-t75i11xx;20;Gradient_100_0.1_superlinear;63436998;10.0666
N-t75n11xx;11;Gradient_100_0.1_superlinear;93267;10.2798
N-t75k11xx;13;Gradient_100_0.1_superlinear;108704;9.47198
N-t75k11xx;9;Gradient_100_0.1_superlinear;108708;9.41588
N-t75e11xx;14;Gradient_100_0.1_superlinear;2730637;9.65119
N-t75i11xx;5;Gradient_100_0.1_superlinear;63438721;8.59083
N-t75k11xx;11;Gradient_100_0.1_superlinear;108700;9.78487
N-tiw56n54;9;Gradient_100_0.1_superlinear;91244;20.1012
N-t75u11xx;3;Gradient_100_0.1_superlinear;52647287;9.96674
N-t75k11xx;7;Gradient_100_0.1_superlinear;108696;9.51453
N-t75u11xx;16;Gradient_100_0.1_superlinear;52643429;9.70573
N-t75u11xx;2;Gradient_100_0.1_superlinear;52639781;9.50797
N-tiw56n54;10;Gradient_100_0.1_superlinear;91206;19.8827
N-t75n11xx;14;Gradient_100_0.1_superlinear;93320;10.1454
N-t75n11xx;20;Gradient_100_0.1_superlinear;93309;10.2241
N-t75k11xx;10;Gradient_100_0.1_superlinear;108783;9.92888
N-tiw56n54;1;Gradient_100_0.1_superlinear;91193;20.7213
N-t75u11xx;12;Gradient_100_0.1_superlinear;52647828;9.83053
N-t75k11xx;4;Gradient_100_0.1_superlinear;108692;9.47802
N-tiw56n54;15;Gradient_100_0.1_superlinear;91176;24.6418
N-t75u11xx;15;Gradient_100_0.1_superlinear;52645190;8.37573
N-tiw56n54;3;Gradient_100_0.1_superlinear;91224;23.5887
N-tiw56n58;7;Gradient_100_0.1_superlinear;124777;23.9304
N-tiw56n62;3;Gradient_100_0.1_superlinear;176088;19.9645
N-tiw56n58;9;Gradient_100_0.1_superlinear;124832;20.5173
N-tiw56n54;12;Gradient_100_0.1_superlinear;91229;23.7845
N-t75k11xx;16;Gradient_100_0.1_superlinear;108698;9.42847
N-t75n11xx;18;Gradient_100_0.1_superlinear;93279;9.89497
N-t75n11xx;2;Gradient_100_0.1_superlinear;93286;10.2102
N-tiw56n58;17;Gradient_100_0.1_superlinear;124766;23.8647
N-t75u11xx;8;Gradient_100_0.1_superlinear;52637439;9.81458
N-tiw56n58;1;Gradient_100_0.1_superlinear;124823;24.4852
N-t75u11xx;14;Gradient_100_0.1_superlinear;52646487;8.14229
N-tiw56n54;4;Gradient_100_0.1_superlinear;91198;24.2283
N-tiw56n62;8;Gradient_100_0.1_superlinear;176144;23.7156
N-tiw56n58;13;Gradient_100_0.1_superlinear;124765;24.5482
N-tiw56n58;11;Gradient_100_0.1_superlinear;124826;24.5937
N-tiw56n62;11;Gradient_100_0.1_superlinear;176234;24.2367
N-tiw56n54;5;Gradient_100_0.1_superlinear;91223;24.5692
N-tiw56n58;2;Gradient_100_0.1_superlinear;124872;24.671
N-t75u11xx;11;Gradient_100_0.1_superlinear;52647151;7.79325
N-tiw56n62;2;Gradient_100_0.1_superlinear;176164;23.6194
N-tiw56n54;6;Gradient_100_0.1_superlinear;91226;24.3596
N-tiw56n58;20;Gradient_100_0.1_superlinear;124814;24.6594
N-tiw56n66;18;Gradient_100_0.1_superlinear;225343;23.588
N-tiw56n62;20;Gradient_100_0.1_superlinear;176059;24.2315
N-tiw56n54;14;Gradient_100_0.1_superlinear;91218;23.7557
N-tiw56n66;19;Gradient_100_0.1_superlinear;225236;21.0125
N-tiw56n66;1;Gradient_100_0.1_superlinear;225281;24.0014
N-tiw56n54;8;Gradient_100_0.1_superlinear;91211;19.9184
N-tiw56n62;7;Gradient_100_0.1_superlinear;176180;24.6758
N-tiw56n58;10;Gradient_100_0.1_superlinear;124832;23.6718
N-tiw56n66;5;Gradient_100_0.1_superlinear;225223;24.6483
N-tiw56n58;14;Gradient_100_0.1_superlinear;124781;23.5811
N-tiw56n62;12;Gradient_100_0.1_superlinear;176165;24.692
N-tiw56n62;14;Gradient_100_0.1_superlinear;176054;20.9163
N-tiw56n62;13;Gradient_100_0.1_superlinear;176182;24.5307
N-tiw56n54;19;Gradient_100_0.1_superlinear;91223;23.7634
N-tiw56n67;12;Gradient_100_0.1_superlinear;224676;24.6315
N-tiw56n67;10;Gradient_100_0.1_superlinear;225425;23.4024
N-tiw56n54;13;Gradient_100_0.1_superlinear;91246;20.816
N-tiw56n58;6;Gradient_100_0.1_superlinear;124802;24.233
N-tiw56n62;17;Gradient_100_0.1_superlinear;176143;23.8152
N-tiw56n72;2;Gradient_100_0.1_superlinear;363984;24.2919
